157,1,469,349,962,955
158,1,454,345,949,956
159,1,442,342,939,954
160,1,405,340,912,963
161,1,396,334,893,959
162,1,366,335,856,954
163,1,350,338,849,961
164,1,350,341,844,970
165,1,351,353,850,972
166,1,350,353,853,975
167,1,352,352,862,973
168,1,382,358,886,985
169,1,390,356,895,994
170,1,396,357,898,991
171,1,401,362,910,986
172,1,416,369,910,992
173,1,415,373,915,992
174,1,418,377,915,997
175,1,419,378,917,997
176,1,412,378,906,1001
177,1,397,384,898,993
178,1,393,393,889,1000
179,1,388,387,882,998
180,1,382,382,874,993
181,1,363,367,855,977
182,1,344,353,844,978
183,1,343,355,839,977
184,1,329,346,817,966
185,1,316,344,813,966
186,1,308,346,810,970
187,1,287,357,783,987
188,1,260,405,782,983
189,1,284,373,770,989
190,1,293,379,778,1004
191,1,309,376,808,990
192,1,319,369,821,990
193,1,322,368,822,984
194,1,325,368,822,981
195,1,328,372,821,985
196,1,299,378,781,1011
197,1,287,383,776,1002
198,1,272,378,762,999
199,1,260,371,752,988
200,1,229,365,718,988
201,1,196,404,724,981
202,1,205,346,713,990
203,1,194,359,707,976
204,1,186,356,703,977
205,1,186,332,710,989
206,1,194,339,717,982
207,1,197,343,717,987
208,1,198,343,718,991
209,1,208,346,718,991
210,1,200,365,706,987
211,1,173,354,671,1002
212,1,171,344,676,1009
213,1,171,342,674,1011
214,1,170,338,672,1009
215,1,175,343,676,1006
216,1,167,344,676,1017
217,1,177,347,681,1005
218,1,200,331,717,982
219,1,225,342,725,984
220,1,260,333,761,979
221,1,274,343,768,989
222,1,267,339,767,990
223,1,264,332,762,980
224,1,262,328,761,982
225,1,224,338,726,983
226,1,220,336,725,983
227,1,197,336,717,991
228,1,189,352,714,996
229,1,184,352,716,1002
230,1,182,351,717,998
231,1,205,338,721,991
232,1,212,339,725,989
233,1,232,346,731,994
234,1,271,333,771,987
235,1,284,337,775,991
236,1,290,345,778,988
237,1,304,337,786,973
238,1,301,332,786,972
239,1,304,332,790,973
240,1,308,321,791,947
241,1,311,317,790,945
242,1,339,314,820,933
243,1,336,288,828,921
244,1,334,286,826,917
245,1,335,286,827,911
246,1,340,291,828,916
247,1,340,292,830,917
248,1,340,286,826,912
249,1,345,291,822,921
